Number of Bus,Name of Bus,ID,Status,Gen MW,Gen Mvar,Min MW,Max MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Cost,IOD,AVR,RegBus Num,Fuel Type,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model
220124,WICKETT 1 6,1,Closed,42.08,0.47,11.24,64,YES,5,15.52,0.0029,5,3.205,0,YES,220124,NG (Natural Gas),1.04,-18.48,32.58,YES,64,Piecewise Linear
220125,WICKETT 1 7,1,Closed,55.21,0.6,13.97,64,YES,5,15.58,0.002,5,3.31,0,YES,220125,NG (Natural Gas),1.04,-20.07,32.58,YES,64,Piecewise Linear
220126,WICKETT 1 8,1,Closed,55.21,0.87,10.21,64,YES,5,15.53,0.0028,5,3.106,0,YES,220126,NG (Natural Gas),1.04,-19.7,32.58,YES,64,Piecewise Linear
220127,WICKETT 1 9,1,Closed,50.53,0.85,29.93,65,YES,5,15.64,0.0011,5,3.511,0,YES,220127,NG (Natural Gas),1.04,-18.86,33.09,YES,65,Piecewise Linear
220132,BIG SPRING 8 5,1,Closed,61.25,-9.55,31.96,71,YES,5,8.72,0.0014,4.5,2.931,0,YES,220132,NG (Natural Gas),1.04,-24.17,36.14,YES,71,Piecewise Linear
220133,BIG SPRING 8 6,1,Closed,61.25,-11.39,17.65,71,YES,5,8.79,0.0004,4.5,3.033,0,YES,220133,NG (Natural Gas),1.04,-20.18,36.14,YES,71,Piecewise Linear
220134,BIG SPRING 8 7,1,Closed,32.56,-9.38,10.37,70,YES,5,8.8,0.0002,4.5,3.523,0,YES,220134,NG (Natural Gas),1.04,-19.86,35.63,YES,70,Piecewise Linear
220136,BIG SPRING 9 2,1,Open,0,0,6.36,34.3,YES,5,5.07,0.001,0,1,0,YES,220136,WND (Wind),1.04,-9.21,16.9,YES,34.3,Piecewise Linear
220142,ODESSA 18 2,1,Closed,177.7,58.92,52.1,206,YES,5,6.96,0.0029,4.5,2.868,0,YES,220141,NG (Natural Gas),1.04,-58.06,104.85,YES,206,Piecewise Linear
220143,ODESSA 18 3,1,Closed,176.75,58.92,30.96,204.9,YES,5,7.07,0.0024,4.5,3.053,0,YES,220141,NG (Natural Gas),1.04,-51.35,104.29,YES,204.9,Piecewise Linear
220144,ODESSA 18 4,1,Closed,139.75,-0.08,57.97,162,YES,5,7.11,0.0028,4.5,3.329,0,YES,220144,NG (Natural Gas),1.04,-42.99,82.46,YES,162,Piecewise Linear
220145,ODESSA 18 5,1,Closed,108.9,-0.04,60.24,153.5,YES,5,7.32,0.0016,4.5,3.29,0,YES,220145,NG (Natural Gas),1.04,-52.05,78.13,YES,153.5,Piecewise Linear
220146,ODESSA 18 6,1,Closed,77.76,-0.76,31.7,145.3,YES,5,7.5,0.0004,4.5,3.445,0,YES,220146,NG (Natural Gas),1.04,-42.13,73.96,YES,145.3,Piecewise Linear
220147,ODESSA 18 7,1,Closed,110.81,0.01,65.26,143.7,YES,5,7.14,0.0029,4.5,3.347,0,YES,220147,NG (Natural Gas),1.04,-41.36,73.14,YES,143.7,Piecewise Linear
220149,MC CAMEY 2 2,1,Closed,239.81,11.45,74.12,278,YES,5,3.9,0.001,0,1,0,YES,220148,WND (Wind),1.037,-87.09,94.26,YES,278,Piecewise Linear
220151,IRAAN 3 2,1,Closed,71.17,28.61,39.83,82.5,YES,5,3.03,0.001,0,1,0,YES,220151,WND (Wind),1.04,-26.94,35.03,YES,82.5,Piecewise Linear
220153,IMPERIAL 1 2,1,Closed,67.28,9.4,10.54,78,YES,5,5.65,0.001,0,1,0,YES,220153,WND (Wind),1.04,-21.09,36.25,YES,78,Piecewise Linear
220156,IMPERIAL 2 3,1,Closed,70.74,-1.37,11.05,82,YES,5,3.22,0.001,0,1,0,YES,220156,WND (Wind),1.04,-21.82,35.97,YES,82,Piecewise Linear
220159,IRAAN 4 3,1,Closed,144.66,-1.56,79.53,167.7,YES,5,3.03,0.001,0,1,0,YES,220159,WND (Wind),1.04,-52.96,78.81,YES,167.7,Piecewise Linear
220162,ODESSA 19 3,1,Closed,84.62,0.74,17.48,98.1,YES,5,8.83,0.0013,4.5,2.91,0,YES,220162,NG (Natural Gas),1.04,-32.75,49.93,YES,98.1,Piecewise Linear
220163,ODESSA 19 4,1,Closed,84.62,0.99,42.36,98.1,YES,5,8.86,0.001,4.5,3.189,0,YES,220163,NG (Natural Gas),1.04,-27.26,49.93,YES,98.1,Piecewise Linear
220164,ODESSA 19 5,1,Closed,60.38,0.43,21.43,70,YES,5,8.77,0.0028,4.5,3.112,0,YES,220164,NG (Natural Gas),1.04,-19.22,35.63,YES,70,Piecewise Linear
220165,ODESSA 19 6,1,Closed,32.47,0.53,10.28,70,YES,5,8.84,0.0017,4.5,3.278,0,YES,220165,NG (Natural Gas),1.04,-19.49,35.63,YES,70,Piecewise Linear
220166,ODESSA 19 7,1,Closed,32.25,0.96,10.7,68,YES,5,8.89,0.001,4.5,3.451,0,YES,220166,NG (Natural Gas),1.04,-19.54,34.61,YES,68,Piecewise Linear
220167,ODESSA 19 8,1,Closed,58.66,0.36,12.21,68,YES,5,8.85,0.0017,4.5,3.179,0,YES,220167,NG (Natural Gas),1.04,-17.44,34.61,YES,68,Piecewise Linear
220169,FORSAN 3 2,1,Closed,107.14,2.45,15.25,124.2,YES,5,4.44,0.001,0,1,0,YES,220169,WND (Wind),1.04,-37.22,61.9,YES,124.2,Piecewise Linear
220171,FORSAN 4 2,1,Closed,77.64,-1.42,40.75,90,YES,5,2.96,0.001,0,1,0,YES,220171,WND (Wind),1.04,-30,31.21,YES,90,Piecewise Linear
220174,LENORAH 1 3,1,Closed,103.51,-30.35,15.27,120,YES,5,3.97,0.001,0,1,0,YES,220172,WND (Wind),1.041,-30.35,45.9,YES,120,Piecewise Linear
220176,BIG SPRING 10 2,1,Closed,103.51,33.79,31.55,120,YES,5,4.39,0.001,0,1,0,YES,220176,WND (Wind),1.04,-31.54,42.57,YES,120,Piecewise Linear
220178,IRAAN 5 2,1,Closed,129.39,-3.37,61.18,150,YES,5,3.47,0.001,0,1,0,YES,220178,WND (Wind),1.04,-45.62,73.44,YES,150,Piecewise Linear
220181,FORSAN 5 3,1,Closed,105.15,-10.13,43.42,121.9,YES,5,3.29,0.001,0,1,0,YES,220181,WND (Wind),1.04,-39.73,52.41,YES,121.9,Piecewise Linear
220183,FORSAN 6 2,1,Closed,122.92,0.67,44.34,142.5,YES,5,5.05,0.001,0,1,0,YES,220183,WND (Wind),1.04,-41.65,55,YES,142.5,Piecewise Linear
220186,FORSAN 7 3,1,Closed,99.63,-8.84,37.27,115.5,YES,5,4.82,0.001,0,1,0,YES,220186,WND (Wind),1.04,-33.48,53.5,YES,115.5,Piecewise Linear
220188,FORSAN 8 2,1,Open,0,0,8.81,58.8,YES,5,5.55,0.001,0,1,0,YES,220188,WND (Wind),1.04,-18.65,19.55,YES,58.8,Piecewise Linear
220191,GOLDSMITH 4 3,1,Open,0,0,9.18,36,YES,5,8,0.001,0,7.5,0,YES,220191,MWH (Electricity use for Energy Storage),1.04,-12.6,15.43,YES,36,Piecewise Linear
220191,GOLDSMITH 4 3,2,Closed,79.79,16.93,12.51,92.5,YES,5,2.48,0.001,0,1,0,YES,220191,WND (Wind),1.04,-31.41,38.38,YES,92.5,Piecewise Linear
220192,GOLDSMITH 4 4,1,Open,0,0,15.64,60,YES,5,2.86,0.001,0,1,0,YES,220192,WND (Wind),1.04,-17,24.96,YES,60,Piecewise Linear
220195,FORT STOCKTON 3 2,1,Closed,125.08,-2.37,50.17,145,YES,5,3.56,0.001,0,1,0,YES,220195,WND (Wind),1.04,-43.79,45.26,YES,145,Piecewise Linear
220198,GOLDSMITH 5 2,1,Open,0,0,40.08,150,YES,5,13.15,0.0002,5,3.469,0,YES,220198,NG (Natural Gas),1.04,-41.58,76.35,YES,150,Piecewise Linear
220199,GOLDSMITH 5 3,1,Closed,129.39,4.91,61.41,150,YES,5,10.57,0.0025,5,3.134,0,YES,220199,NG (Natural Gas),1.04,-41.43,76.35,YES,150,Piecewise Linear
220201,PRESIDIO 4 2,1,Open,0,0,1.88,10,YES,5,4.92,0.004,0,1,0,YES,220201,SUN (Solar),1.04,-2.77,4.94,YES,10,Piecewise Linear
220203,SARAGOSA 1 2,1,Open,0,0,14.05,30.2,YES,5,11.02,0.002,0,1,0,YES,220203,SUN (Solar),1.04,-10.52,12.57,YES,30.2,Piecewise Linear
220206,MC CAMEY 3 3,1,Closed,100.06,-2.38,18.71,116,YES,5,6.09,0.001,0,1,0,YES,220206,SUN (Solar),1.04,-30.63,45.23,YES,116,Piecewise Linear
220209,ACKERLY 2 2,1,Closed,182.19,9.7,46.24,211.2,YES,5,3.81,0.001,0,1,0,YES,220209,WND (Wind),1.04,-65.8,88.21,YES,211.2,Piecewise Linear
220214,GARDEN CITY 3 5,1,Closed,178.74,-12.47,31.72,207.2,YES,5,5.15,0.001,0,1,0,YES,220214,WND (Wind),1.04,-69.89,75.76,YES,207.2,Piecewise Linear
220216,GARDEN CITY 4 2,1,Closed,169.68,-6.26,65.47,196.7,YES,5,3.65,0.001,0,1,0,YES,220215,WND (Wind),1.043,-55.83,71.75,YES,196.7,Piecewise Linear
220219,SARAGOSA 2 2,1,Closed,135.86,-34.11,69.17,157.5,YES,5,5.62,0.001,0,1,0,YES,220219,SUN (Solar),1.04,-44.45,48.84,YES,157.5,Piecewise Linear
220222,FORT STOCKTON 4 2,1,Closed,174.25,-49.43,54.9,202,YES,5,4.65,0.001,0,1,0,YES,220221,SUN (Solar),1.033,-52.43,81.48,YES,202,Piecewise Linear
220225,MC CAMEY 4 3,1,Open,0,0,1.53,9.9,YES,5,8,0.001,0,10,0,YES,220225,OTH (Other),1.04,-3.27,3.6,YES,9.9,Piecewise Linear
220225,MC CAMEY 4 3,2,Closed,155.27,-8.12,85.02,180,YES,5,6.55,0.001,0,1,0,YES,220225,SUN (Solar),1.04,-52.98,72.54,YES,180,Piecewise Linear
220228,LAMESA 2 2,1,Closed,86.26,37.61,18.29,100,YES,5,9.23,0.001,0,1,0,YES,220228,SUN (Solar),1.04,-28.38,38.99,YES,100,Piecewise Linear
220230,MC CAMEY 5 2,1,Closed,102.22,11.96,24.09,118.5,YES,5,8.18,0.001,0,1,0,YES,220230,SUN (Solar),1.04,-29.66,50.21,YES,118.5,Piecewise Linear
220234,MC CAMEY 6 2,1,Closed,129.39,9.59,38.29,150,YES,5,9.94,0.001,0,1,0,YES,220233,SUN (Solar),1.04,-45.48,61.23,YES,150,Piecewise Linear
220236,MC CAMEY 7 2,1,Open,0,0,14.04,50,YES,5,7.93,0.001,0,1,0,YES,220236,SUN (Solar),1.04,-15.53,20.2,YES,50,Piecewise Linear
220241,MARATHON 2 4,1,Open,0,0,24.54,50,YES,5,3.3,0.001,0,1,0,YES,220241,SUN (Solar),1.04,-14.49,18.2,YES,50,Piecewise Linear
220245,MC CAMEY 8 2,1,Closed,157,12.18,90.33,182,YES,5,4.55,0.001,0,1,0,YES,220245,SUN (Solar),1.04,-56.35,77.44,YES,182,Piecewise Linear
220247,LAMESA 3 2,1,Open,0,0,9.69,50,YES,5,5.92,0.001,0,1,0,YES,220247,SUN (Solar),1.04,-15.58,23.62,YES,50,Piecewise Linear
220250,KERMIT 2 3,1,Closed,215.66,13.01,30.21,250,YES,5,6.44,0.001,0,1,0,YES,220250,SUN (Solar),1.04,-74.55,81.55,YES,250,Piecewise Linear
220253,PECOS 3 2,1,Closed,86.26,-21.46,12.05,100,YES,5,8.32,0.001,0,1,0,YES,220253,SUN (Solar),1.04,-33.44,33.66,YES,100,Piecewise Linear
220256,ANDREWS 3 2,1,Closed,86.26,29.63,25.84,100,YES,5,8.39,0.001,0,1,0,YES,220256,SUN (Solar),1.04,-25.65,35.98,YES,100,Piecewise Linear
230259,DONIE 3 3,1,Closed,740.13,19.16,240.88,858,YES,5,9.27,0.0008,3,1.7,0,YES,230257,SUB (Subbituminous Coal),1.039,-254.56,399.83,YES,858,Piecewise Linear
230260,DONIE 3 4,1,Closed,716.84,19.16,367.01,831,YES,5,7.69,0.0023,3,1.7,0,YES,230257,SUB (Subbituminous Coal),1.039,-286.52,387.25,YES,831,Piecewise Linear
230262,BRYAN 13 2,1,Open,0,0,6.93,21,YES,5,20.39,0.0014,5,3.238,0,YES,230262,NG (Natural Gas),1.04,-6.86,10.69,YES,21,Piecewise Linear
230264,FAYETTEVILLE 2 2,1,Closed,508.95,35.66,64.35,590,YES,5,9.48,0.0024,3,1.7,0,YES,230263,SUB (Subbituminous Coal),1.04,-179.01,274.94,YES,590,Piecewise Linear
230265,FAYETTEVILLE 2 3,1,Closed,508.95,35.66,103.59,590,YES,5,11.11,0.0004,3,1.7,0,YES,230263,SUB (Subbituminous Coal),1.04,-160.09,274.94,YES,590,Piecewise Linear
230266,FAYETTEVILLE 2 4,1,Open,0,0,94.98,435,YES,5,10.4,0.0029,3,1.7,0,YES,230263,SUB (Subbituminous Coal),1.04,-119.21,202.71,YES,435,Piecewise Linear
230271,FRANKLIN 6 5,1,Closed,737.54,91.11,136.41,855,YES,5,9.66,0.001,3,1.6,0,YES,230267,LIG (Lignite Coal),1.041,-229.19,398.43,YES,855,Piecewise Linear
230272,FRANKLIN 6 6,1,Closed,737.54,91.11,393.76,855,YES,5,7.4,0.0024,3,1.6,0,YES,230267,LIG (Lignite Coal),1.041,-284.34,398.43,YES,855,Piecewise Linear
230275,MUMFORD 2 3,1,Open,0,0,7.3,47.1,YES,5,10.48,0.0014,5,2.926,0,YES,230275,NG (Natural Gas),1.04,-13.18,23.97,YES,47.1,Piecewise Linear
230275,MUMFORD 2 3,2,Open,0,0,11.71,47.1,YES,5,10.51,0.0007,5,3.441,0,YES,230275,NG (Natural Gas),1.04,-15.72,23.97,YES,47.1,Piecewise Linear
230276,MUMFORD 2 4,1,Closed,94.89,55.99,16.3,110,YES,5,15.44,0.0002,4,3.064,0,YES,230273,NG (Natural Gas),1.04,-34.53,55.99,YES,110,Piecewise Linear
230281,BREMOND 4 5,1,Closed,131.12,-4.17,50.02,152,YES,5,12.54,0.0006,3,1.6,0,YES,230281,LIG (Lignite Coal),1.04,-39.34,70.83,YES,152,Piecewise Linear
230282,BREMOND 4 6,1,Closed,131.98,-4.28,44.23,153,YES,5,10.55,0.0024,3,1.6,0,YES,230282,LIG (Lignite Coal),1.04,-43,71.3,YES,153,Piecewise Linear
230284,SHIRO 3 2,1,Closed,297.28,69.42,172.07,395,YES,5,6.75,0.0015,4.5,3.505,0,YES,230283,NG (Natural Gas),1.04,-130.31,201.06,YES,395,Piecewise Linear
230285,SHIRO 3 3,1,Closed,95.26,0.16,46.13,155,YES,5,7.22,0.0008,4.5,3.628,0,YES,230285,NG (Natural Gas),1.04,-48.95,78.9,YES,155,Piecewise Linear
230286,SHIRO 3 4,1,Closed,133.71,0.36,67.33,155,YES,5,7.16,0.0012,4.5,3.012,0,YES,230286,NG (Natural Gas),1.04,-54.08,78.9,YES,155,Piecewise Linear
230287,SHIRO 3 5,1,Closed,88.58,-0.73,39.45,155,YES,5,7.23,0.0007,4.5,3.354,0,YES,230287,NG (Natural Gas),1.04,-43.13,78.9,YES,155,Piecewise Linear
230290,COLLEGE STATION 12 3,1,Closed,17.56,2.44,7.29,32.4,YES,5,5.55,0.001,4.5,3.537,0,YES,230290,NG (Natural Gas),1.04,-8.18,16.49,YES,32.4,Piecewise Linear
230290,COLLEGE STATION 12 3,2,Closed,9.49,2.44,5.31,11,YES,5,5.56,0.002,4.5,3.024,0,YES,230290,NG (Natural Gas),1.04,-3.16,5.6,YES,11,Piecewise Linear
230293,ROCK ISLAND 2 2,1,Open,0,0,3.51,8.3,YES,5,9.79,0.002,6,3.446,0,YES,230293,NG (Natural Gas),1.04,-2.15,4.22,YES,8.3,Piecewise Linear
230293,ROCK ISLAND 2 2,2,Closed,7.16,0.54,2.61,8.3,YES,5,9.78,0.0029,6,2.943,0,YES,230293,NG (Natural Gas),1.04,-2.89,4.22,YES,8.3,Piecewise Linear
230294,ROCK ISLAND 2 3,1,Closed,3.68,0.15,1.05,8.3,YES,5,9.78,0.0025,6,3.367,0,YES,230294,NG (Natural Gas),1.04,-2.61,4.22,YES,8.3,Piecewise Linear
230294,ROCK ISLAND 2 3,2,Closed,7.16,0.15,3.66,8.3,YES,5,9.79,0.002,6,2.993,0,YES,230294,NG (Natural Gas),1.04,-2.52,4.22,YES,8.3,Piecewise Linear
230295,ROCK ISLAND 2 4,1,Closed,7.16,0.06,2.67,8.3,YES,5,9.8,0.002,6,3.093,0,YES,230295,NG (Natural Gas),1.04,-2.29,4.22,YES,8.3,Piecewise Linear
230295,ROCK ISLAND 2 4,2,Closed,5.2,0.06,2.57,8.3,YES,5,9.79,0.002,6,3.233,0,YES,230295,NG (Natural Gas),1.04,-2.82,4.22,YES,8.3,Piecewise Linear
240195,COLORADO CITY 3 2,1,Open,0,0,6.7,67,YES,5,16.5,0.001,5,3.21,0,YES,240195,NG (Natural Gas),1.04,-17.01,34.1,YES,67,Piecewise Linear
240196,COLORADO CITY 3 3,1,Open,0,0,8.1,66,YES,5,16.39,0.0026,5,3.324,0,YES,240196,NG (Natural Gas),1.04,-17.74,33.59,YES,66,Piecewise Linear
240197,COLORADO CITY 3 4,1,Open,0,0,13.99,66,YES,5,16.44,0.0019,5,3.173,0,YES,240197,NG (Natural Gas),1.04,-16.88,33.59,YES,66,Piecewise Linear
240198,COLORADO CITY 3 5,1,Open,0,0,10.38,67,YES,5,16.55,0.0002,5,3.357,0,YES,240198,NG (Natural Gas),1.04,-22,34.1,YES,67,Piecewise Linear
240199,COLORADO CITY 3 6,1,Open,0,0,27.81,68,YES,5,16.52,0.0006,5,3.083,0,YES,240199,NG (Natural Gas),1.04,-21.56,34.61,YES,68,Piecewise Linear
240200,COLORADO CITY 3 7,1,Open,0,0,12.45,68,YES,5,16.52,0.0006,5,3.025,0,YES,240200,NG (Natural Gas),1.04,-17.53,34.61,YES,68,Piecewise Linear
240202,LAUGHLIN A F B 10 2,1,Closed,25.02,-9.75,3.88,29,YES,5,23.3,0.001,0,1,0,YES,240202,WAT (Water),1.04,-9.75,11.14,YES,29,Piecewise Linear
240202,LAUGHLIN A F B 10 2,2,Closed,16.52,-9.4,7.33,29,YES,5,28.76,0.002,0,1,0,YES,240202,WAT (Water),1.04,-9.4,11.14,YES,29,Piecewise Linear
240210,TRENT 1 3,1,Closed,131.12,-30.33,24.16,152,YES,5,5.24,0.001,0,1,0,YES,240210,WND (Wind),1.04,-48.16,57.7,YES,152,Piecewise Linear
240212,SWEETWATER 2 2,1,Open,0,0,16.29,37.5,YES,5,5.15,0.002,0,1,0,YES,240212,WND (Wind),1.04,-10.79,12.33,YES,37.5,Piecewise Linear
240214,SWEETWATER 3 2,1,Closed,85.23,-1.27,13.75,98.8,YES,5,3.62,0.001,0,1,0,YES,240214,WND (Wind),1.04,-28.04,29.96,YES,98.8,Piecewise Linear
240217,NOLAN 3 3,1,Closed,104.03,-6.04,30.69,120.6,YES,5,4.53,0.001,0,1,0,YES,240217,WND (Wind),1.04,-41.35,57.84,YES,120.6,Piecewise Linear
240219,TYE 3 2,1,Closed,98.34,-6.39,41.47,114,YES,5,3.28,0.001,0,1,0,YES,240219,WND (Wind),1.04,-35.34,52.79,YES,114,Piecewise Linear
240221,WINGATE 3 2,1,Closed,257.92,-92.59,74.78,299,YES,5,4.48,0.001,0,1,0,YES,240220,WND (Wind),1.031,-92.59,129.27,YES,299,Piecewise Linear
240222,WINGATE 3 3,1,Closed,192.8,-70.48,50.27,223.5,YES,5,4.8,0.001,0,1,0,YES,240220,WND (Wind),1.031,-70.48,106.46,YES,223.5,Piecewise Linear
240223,WINGATE 3 4,1,Closed,183.74,-72.47,65.5,213,YES,5,3.27,0.001,0,1,0,YES,240220,WND (Wind),1.031,-72.47,72.51,YES,213,Piecewise Linear
240225,MARYNEAL 1 2,1,Closed,116.45,-5.55,38.72,135,YES,5,3.54,0.001,0,1,0,YES,240225,WND (Wind),1.04,-38.53,57.25,YES,135,Piecewise Linear
240228,MARYNEAL 2 3,1,Closed,207.89,-18.68,78.2,241,YES,5,5.24,0.001,0,1,0,YES,240228,WND (Wind),1.04,-64.89,110.48,YES,241,Piecewise Linear
240230,MARYNEAL 3 2,1,Closed,69.44,-15.44,23.96,80.5,YES,5,4.04,0.001,0,1,0,YES,240230,WND (Wind),1.04,-23.36,35.28,YES,80.5,Piecewise Linear
240233,ABILENE 6 3,1,Closed,172.52,-53.92,97.8,200,YES,5,3.75,0.001,0,1,0,YES,240231,WND (Wind),1.024,-53.92,83.97,YES,200,Piecewise Linear
240236,ABILENE 7 3,1,Closed,172.52,-6.87,74.98,200,YES,5,5.33,0.001,0,1,0,YES,240236,WND (Wind),1.04,-65.5,89.48,YES,200,Piecewise Linear
240239,NOLAN 4 3,1,Closed,200.56,-10.21,98.23,232.5,YES,5,3.2,0.001,0,1,0,YES,240239,WND (Wind),1.04,-73.21,77.33,YES,232.5,Piecewise Linear
240241,LORAINE 2 2,1,Closed,109.12,-10.37,20,126.5,YES,5,3.36,0.001,0,1,0,YES,240241,WND (Wind),1.04,-38.46,39.89,YES,126.5,Piecewise Linear
240244,LORAINE 3 3,1,Closed,180.29,-17.3,102.94,209,YES,5,3.58,0.001,0,1,0,YES,240244,WND (Wind),1.04,-58.68,72,YES,209,Piecewise Linear
240246,HERMLEIGH 2 2,1,Open,0,0,20.42,63,YES,5,1.99,0.001,0,1,0,YES,240246,WND (Wind),1.04,-20.26,28.39,YES,63,Piecewise Linear
240248,NOLAN 5 2,1,Closed,146.82,-52.97,21.59,170.2,YES,5,3.26,0.001,0,1,0,YES,240247,WND (Wind),1.034,-52.97,64.76,YES,170.2,Piecewise Linear
240250,MERKEL 5 2,1,Closed,87.3,-14.79,41.42,101.2,YES,5,4.91,0.001,0,1,0,YES,240250,WND (Wind),1.04,-28.64,43.05,YES,101.2,Piecewise Linear
240255,SILVER 2 5,1,Closed,69.01,-20.29,11.52,80,YES,5,6.26,0.001,0,1,0,YES,240255,WND (Wind),1.04,-20.29,35.77,YES,80,Piecewise Linear
240256,SILVER 2 6,1,Closed,60.04,-14.36,18.23,69.6,YES,5,6.79,0.001,0,1,0,YES,240256,WND (Wind),1.04,-20.76,29.98,YES,69.6,Piecewise Linear
240258,STERLING CITY 2 2,1,Closed,185.03,-20.73,68.98,214.5,YES,5,6.29,0.001,0,1,0,YES,240258,WND (Wind),1.04,-62.16,82.54,YES,214.5,Piecewise Linear
240259,STERLING CITY 2 3,1,Closed,160.45,-28.88,19.13,186,YES,5,5.92,0.001,0,1,0,YES,240259,WND (Wind),1.04,-56.39,84.21,YES,186,Piecewise Linear
240260,STERLING CITY 2 4,1,Closed,128.96,-13.17,16.09,149.5,YES,5,6.4,0.001,0,1,0,YES,240260,WND (Wind),1.04,-48.3,67.08,YES,149.5,Piecewise Linear
240261,STERLING CITY 2 5,1,Closed,97.05,-12.05,38.65,112.5,YES,5,4.84,0.001,0,1,0,YES,240261,WND (Wind),1.04,-35.38,42.41,YES,112.5,Piecewise Linear
240266,BLACKWELL 2 5,1,Closed,146.21,-9.31,76.16,169.5,YES,5,4.2,0.001,0,1,0,YES,240266,WND (Wind),1.04,-48.37,53.22,YES,169.5,Piecewise Linear
240269,HERMLEIGH 3 3,1,Closed,103.51,-10.14,16,120,YES,5,3.61,0.001,0,1,0,YES,240269,WND (Wind),1.04,-35.55,52.6,YES,120,Piecewise Linear
240272,LUEDERS 2 3,1,Closed,140,-2.51,58.64,162.3,YES,5,4.56,0.001,0,1,0,YES,240272,WND (Wind),1.04,-54.69,70.77,YES,162.3,Piecewise Linear
240275,STERLING CITY 3 3,1,Closed,172.09,-57.09,80.49,199.5,YES,5,3.31,0.001,0,1,0,YES,240273,WND (Wind),1.039,-57.09,60.91,YES,199.5,Piecewise Linear
240278,HERMLEIGH 4 3,1,Closed,6.22,-2.56,3.08,9.9,YES,5,8,0.001,5,10.14,0,YES,240278,OTH (Other),1.04,-2.56,3.08,YES,9.9,Piecewise Linear
240278,HERMLEIGH 4 3,2,Closed,214.79,-25.4,73.62,249,YES,5,3.62,0.001,0,1,0,YES,240276,WND (Wind),1.04,-64.54,99.91,YES,249,Piecewise Linear
240280,ROSCOE 1 2,1,Closed,4.62,-2.63,1.48,9.9,YES,5,8,0.001,5,10.2,0,YES,240280,OTH (Other),1.04,-2.63,4.11,YES,9.9,Piecewise Linear
240280,ROSCOE 1 2,2,Closed,169.94,-3.05,90.94,197,YES,5,3.97,0.001,0,1,0,YES,240280,WND (Wind),1.04,-51.05,70.03,YES,197,Piecewise Linear
240282,KNICKERBOCKER 7 2,1,Closed,129.39,-14.56,38.26,150,YES,5,3.5,0.001,0,1,0,YES,240282,WND (Wind),1.04,-49.98,57.18,YES,150,Piecewise Linear
240284,LORAINE 4 2,1,Closed,64.7,-10.49,17.98,75,YES,5,3.19,0.001,0,1,0,YES,240284,WND (Wind),1.04,-26.15,33.44,YES,75,Piecewise Linear
240285,LORAINE 4 3,1,Closed,64.7,-9.63,13.01,75,YES,5,2.51,0.001,0,1,0,YES,240285,WND (Wind),1.04,-22.59,36.3,YES,75,Piecewise Linear
240288,HASKELL 2 3,1,Closed,86.26,-0.11,49.12,100,YES,5,7.05,0.001,0,1,0,YES,240288,SUN (Solar),1.04,-32.13,42.11,YES,100,Piecewise Linear
240291,DEL RIO 10 2,1,Closed,128.79,-46.52,55.67,149.3,YES,5,4.58,0.001,0,1,0,YES,240290,WND (Wind),1.04,-46.52,60.31,YES,149.3,Piecewise Linear
240293,WEINERT 2 2,1,Closed,198.4,-12.74,58.11,230,YES,5,1.33,0.001,0,1,0,YES,240292,WND (Wind),1.037,-62.13,100.94,YES,230,Piecewise Linear
240296,DOOLE 1 2,1,Closed,138.02,-14.81,28.06,160,YES,5,4.13,0.001,0,1,0,YES,240296,WND (Wind),1.04,-48.11,64.94,YES,160,Piecewise Linear
240298,SILVER 3 2,1,Open,0,0,11.99,30,YES,5,10.12,0.002,0,1,0,YES,240298,SUN (Solar),1.04,-9.6,10.77,YES,30,Piecewise Linear
240301,WEINERT 3 3,1,Closed,215.66,-66.94,51.32,250,YES,5,5.43,0.001,0,1,0,YES,240299,WND (Wind),1.024,-66.94,119.45,YES,250,Piecewise Linear
240304,BARNHART 1 3,1,Closed,258.79,-69.58,139.59,300,YES,5,5.45,0.001,0,1,0,YES,240302,WND (Wind),1.04,-88.8,139.87,YES,300,Piecewise Linear
240307,EDEN 2 3,1,Closed,129.39,-27.56,24.19,150,YES,5,3.76,0.001,0,1,0,YES,240307,WND (Wind),1.04,-41.76,62.19,YES,150,Piecewise Linear
240312,ELDORADO 4 5,1,Closed,172.09,-62.03,43.68,199.5,YES,5,5.31,0.001,0,1,0,YES,240308,WND (Wind),1.03,-62.03,63.73,YES,199.5,Piecewise Linear
240317,BARNHART 2 3,1,Closed,260.86,-84.1,109.37,302.4,YES,5,5.79,0.001,0,1,0,YES,240315,WND (Wind),1.037,-84.1,125,YES,302.4,Piecewise Linear
240320,OZONA 4 3,1,Closed,258.79,-77.22,123.43,300,YES,5,3.49,0.001,0,1,0,YES,240318,WND (Wind),1.04,-77.22,133.93,YES,300,Piecewise Linear
250347,REKLAW 4 3,1,Closed,379.17,-13.18,149.55,502,YES,5,12.12,0.0025,4,3.431,0,YES,250345,NG (Natural Gas),1.04,-170.18,255.52,YES,502,Piecewise Linear
250348,REKLAW 4 4,1,Closed,144.06,-1.02,59.76,167,YES,5,15.6,0.0022,4,2.928,0,YES,250348,NG (Natural Gas),1.04,-42.27,85,YES,167,Piecewise Linear
