Substation Latitude,Substation Longitude,Number,Sub Name,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Load MW,Load Mvar,Gen MW,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num
29.8778,-95.5847,110198,CYPRESS 4,CYPRESS 4 1,Coast,69,1.01796,70.24,-25.22,16.1,8.28,,,,0,0,7,1
29.8437,-95.6781,110199,KATY 14,KATY 14 1,Coast,69,1.02964,71.045,-24.71,4.8,1.5,,,,0,0,7,1
29.88,-95.6012,110200,CYPRESS 5,CYPRESS 5 1,Coast,69,1.02072,70.43,-25.39,7.3,2.11,,,,0,0,7,1
29.8474,-95.5992,110201,KATY 15,KATY 15 1,Coast,69,1.02007,70.385,-24.97,4.42,0.9,,,,0,0,7,1
29.8704,-95.5941,110202,KATY 16,KATY 16 1,Coast,69,1.02085,70.439,-25.3,3.24,0.68,,,,0,0,7,1
29.8158,-95.6671,110203,KATY 17,KATY 17 1,Coast,69,1.03346,71.309,-24.97,3.01,0.22,,,,0,0,7,1
29.8891,-95.5936,110204,CYPRESS 6,CYPRESS 6 1,Coast,69,1.0297,71.05,-25.24,1.33,0.3,,,,0,0,7,1
29.8813,-95.5784,110205,CYPRESS 7,CYPRESS 7 1,Coast,69,1.02263,70.562,-25.37,3.69,0.6,,,,0,0,7,1
29.8997,-95.689,110206,KATY 18,KATY 18 1,Coast,69,1.02922,71.016,-24.37,5.8,1.5,,,11.23,0,0,7,1
29.8907,-95.6216,110207,CYPRESS 8,CYPRESS 8 1,Coast,69,1.0293,71.021,-25.42,3.89,0.83,,,,0,0,7,1
29.8996,-95.6368,110208,CYPRESS 9,CYPRESS 9 1,Coast,69,1.01977,70.364,-25.2,5.3,0.75,,,,0,0,7,1
29.8483,-95.6355,110209,KATY 19,KATY 19 1,Coast,69,1.02753,70.9,-25.25,8,2.94,,,,0,0,7,1
29.8446,-95.6624,110210,KATY 20,KATY 20 1,Coast,69,1.02689,70.855,-24.94,7.5,1.8,,,,0,0,7,1
29.9005,-95.6273,110211,CYPRESS 10,CYPRESS 10 1,Coast,69,1.02244,70.549,-24.72,5.3,1.95,,,,0,0,7,1
29.9015,-95.6735,110212,KATY 21,KATY 21 1,Coast,138,1.0043,138.593,-19.48,63.7,41.6,,,,0,0,7,1
29.9015,-95.6735,110213,KATY 21,KATY 21 2,Coast,69,1.02943,71.031,-24.24,6.8,2.34,,,,0,0,7,1
29.8436,-95.7073,110214,KATY 22,KATY 22 1,Coast,69,1.0267,70.842,-24.61,4.9,1.73,,,,0,0,7,1
29.8501,-95.7207,110215,KATY 23,KATY 23 1,Coast,69,1.02907,71.006,-24.67,5.4,1.43,,,,0,0,7,1
29.9221,-95.6459,110216,CYPRESS 11,CYPRESS 11 1,Coast,69,1.02047,70.412,-25.09,8.7,2.34,,,,0,0,7,1
29.9066,-95.6465,110217,CYPRESS 12,CYPRESS 12 1,Coast,69,1.0248,70.711,-24.56,7,2.11,,,,0,0,7,1
29.883,-95.7141,110218,KATY 24,KATY 24 1,Coast,69,1.02973,71.052,-24.61,4.33,1.2,,,,0,0,7,1
29.8898,-95.7132,110219,KATY 25,KATY 25 1,Coast,69,1.02893,70.996,-24.49,3.69,1.13,,,,0,0,7,1
29.8579,-95.712,110220,KATY 26,KATY 26 1,Coast,69,1.02985,71.06,-24.72,3.89,0.75,,,,0,0,7,1
29.9134,-95.7028,110221,KATY 27,KATY 27 1,Coast,69,1.03331,71.299,-24.56,1.95,0.45,,,,0,0,7,1
29.8886,-95.6108,110222,CYPRESS 13,CYPRESS 13 1,Coast,69,1.03423,71.362,-25,3.39,1.2,,,,0,0,7,1
29.8744,-95.6765,110223,KATY 28,KATY 28 1,Coast,69,1.02977,71.054,-24.84,7.4,2.64,,,,0,0,7,1
29.8814,-95.6207,110224,KATY 29,KATY 29 1,Coast,69,1.03374,71.328,-25.53,3.8,1.2,,,92.33,0,0,7,1
29.8614,-95.6566,110225,KATY 30,KATY 30 1,Coast,69,1.03155,71.177,-24.89,5.6,0.15,,,,0,0,7,1
29.8676,-95.7142,110226,KATY 31,KATY 31 1,Coast,69,1.02854,70.969,-24.49,6,1.05,,,,0,0,7,1
29.8704,-95.7312,110227,KATY 32,KATY 32 1,Coast,69,1.02977,71.054,-24.4,2.49,0.45,,,,0,0,7,1
29.9001,-95.7211,110228,KATY 33,KATY 33 1,Coast,69,1.02715,70.874,-24.23,3.09,0.9,,,,0,0,7,1
29.8587,-95.6174,110229,KATY 34,KATY 34 1,Coast,69,1.02447,70.689,-25.36,4.6,1.13,,,,0,0,7,1
29.8499,-95.6123,110230,KATY 35,KATY 35 1,Coast,69,1.02658,70.834,-25.33,2.18,0.6,,,,0,0,7,1
29.9376,-95.6697,110231,CYPRESS 14,CYPRESS 14 1,Coast,69,1.01999,70.38,-24.62,1.8,0.38,,,,0,0,7,1
29.9304,-95.6792,110232,CYPRESS 15,CYPRESS 15 1,Coast,69,1.01914,70.321,-24.71,6.2,1.8,,,,0,0,7,1
29.934,-95.7059,110233,CYPRESS 16,CYPRESS 16 1,Coast,69,1.02138,70.475,-24.45,2.86,0.83,,,,0,0,7,1
29.9195,-95.6786,110234,CYPRESS 17,CYPRESS 17 1,Coast,69,1.0275,70.897,-24.95,3.24,0.83,,,,0,0,7,1
29.9288,-95.6703,110235,CYPRESS 18,CYPRESS 18 1,Coast,69,1.01877,70.295,-24.8,5,0.15,,,,0,0,7,1
29.9169,-95.6613,110236,CYPRESS 19,CYPRESS 19 1,Coast,69,1.02432,70.678,-24.48,3.01,0.75,,,,0,0,7,1
29.9168,-95.6367,110237,CYPRESS 20,CYPRESS 20 1,Coast,69,1.02374,70.638,-25.19,1.32,0.38,,,,0,0,7,1
29.9086,-95.6619,110238,CYPRESS 21,CYPRESS 21 1,Coast,69,1.026,70.794,-24.42,6.1,1.95,,,,0,0,7,1
29.8909,-95.701,110239,KATY 36,KATY 36 1,Coast,69,1.02829,70.952,-24.35,4.33,1.2,,,,0,0,7,1
29.8838,-95.7002,110240,KATY 37,KATY 37 1,Coast,69,1.02907,71.006,-24.56,5.7,1.35,,,,0,0,7,1
29.8856,-95.6852,110241,KATY 38,KATY 38 1,Coast,69,1.03173,71.189,-24.86,1.95,0.38,,,,0,0,7,1
29.8859,-95.671,110242,KATY 39,KATY 39 1,Coast,69,1.03097,71.137,-24.71,4.6,1.58,,,,0,0,7,1
29.8969,-95.6632,110243,KATY 40,KATY 40 1,Coast,69,1.0323,71.229,-24.55,4.8,1.43,,,,0,0,7,1
29.8947,-95.6508,110244,KATY 41,KATY 41 1,Coast,69,1.03277,71.261,-24.68,4.25,1.43,,,,0,0,7,1
29.8824,-95.6549,110245,KATY 42,KATY 42 1,Coast,69,1.0251,70.732,-24.89,5.4,0.98,,,,0,0,7,1
29.8823,-95.6423,110246,KATY 43,KATY 43 1,Coast,69,1.02433,70.679,-24.96,6.5,1.95,,,,0,0,7,1
29.87,-95.689,110247,KATY 44,KATY 44 1,Coast,69,1.03169,71.187,-24.78,4.25,0.68,,,,0,0,7,1
29.866,-95.676,110248,KATY 45,KATY 45 1,Coast,69,1.02867,70.979,-24.85,5.6,0.98,,,,0,0,7,1
29.8548,-95.6777,110249,KATY 46,KATY 46 1,Coast,69,1.03124,71.156,-24.72,5.6,0.9,,,,0,0,7,1
29.8386,-95.7009,110250,KATY 47,KATY 47 1,Coast,69,1.02498,70.724,-24.55,4.5,1.28,,,,0,0,7,1
29.8724,-95.6644,110251,KATY 48,KATY 48 1,Coast,69,1.02612,70.802,-24.8,5,1.05,,,,0,0,7,1
29.8681,-95.64,110252,KATY 49,KATY 49 1,Coast,69,1.03672,71.534,-25.33,2.79,0.38,,,90.28,0,0,7,1
29.851,-95.6441,110253,KATY 50,KATY 50 1,Coast,69,1.02968,71.048,-25.18,4.25,0.38,,,,0,0,7,1
29.8554,-95.6526,110254,KATY 51,KATY 51 1,Coast,69,1.03279,71.263,-25.07,5.7,0.75,,,,0,0,7,1
29.8411,-95.6507,110255,KATY 52,KATY 52 1,Coast,69,1.02613,70.803,-25.05,7.6,0.98,,,,0,0,7,1
29.8401,-95.6387,110256,KATY 53,KATY 53 1,Coast,69,1.02671,70.843,-25.18,5.6,1.88,,,,0,0,7,1
29.8312,-95.683,110257,KATY 54,KATY 54 1,Coast,69,1.02459,70.697,-24.71,5.7,1.28,,,,0,0,7,1
29.838,-95.6685,110258,KATY 55,KATY 55 1,Coast,69,1.02904,71.004,-24.68,2.26,0.68,,,,0,0,7,1
29.8198,-95.681,110259,KATY 56,KATY 56 1,Coast,69,1.03399,71.345,-24.87,7.2,1.13,,,,0,0,7,1
29.8267,-95.6455,110260,KATY 57,KATY 57 1,Coast,69,1.02514,70.735,-25.11,1.14,0.15,,,,0,0,7,1
29.8746,-95.5929,110261,CYPRESS 22,CYPRESS 22 1,Coast,69,1.02007,70.385,-25.17,8.9,2.56,,,,0,0,7,1
29.8747,-95.5929,110262,CYPRESS 23,CYPRESS 23 1,Coast,138,1.01552,140.142,-20.92,,,,,,0,0,7,1
29.8747,-95.5929,110263,CYPRESS 23,CYPRESS 23 2,Coast,69,1.01992,70.374,-25.11,8.9,2.64,,,,0,0,7,1
29.8853,-95.5944,110264,CYPRESS 24,CYPRESS 24 1,Coast,69,1.02653,70.831,-25.29,4.6,0.9,,,,0,0,7,1
29.8789,-95.6331,110265,KATY 58,KATY 58 1,Coast,69,1.02274,70.569,-24.98,7.4,0.22,,,,0,0,7,1
29.8873,-95.6586,110266,KATY 59,KATY 59 1,Coast,69,1.03475,71.398,-24.69,7.2,0.53,,,44.99,0,0,7,1
29.889,-95.6834,110267,KATY 60,KATY 60 1,Coast,69,1.03703,71.555,-25.06,6.7,1.65,,,110.45,0,0,7,1
29.8726,-95.6182,110268,KATY 61,KATY 61 1,Coast,69,1.02902,71.002,-25.5,16.1,8.73,,,,0,0,7,1
29.8905,-95.6114,110269,CYPRESS 25,CYPRESS 25 1,Coast,69,1.01955,70.349,-25.32,6.8,1.8,,,,0,0,7,1
29.9357,-95.6838,110270,CYPRESS 26,CYPRESS 26 1,Coast,69,1.01847,70.274,-24.77,4.25,1.05,,,,0,0,7,1
29.8853,-95.7257,110271,KATY 62,KATY 62 1,Coast,69,1.02725,70.88,-24.1,6.8,1.8,,,,0,0,7,1
29.8662,-95.725,110272,KATY 63,KATY 63 1,Coast,69,1.02896,70.998,-24.47,8,1.05,,,,0,0,7,1
29.8745,-95.711,110273,KATY 64,KATY 64 1,Coast,138,1.02384,141.29,-23.19,,,,,,0,0,7,1
29.8745,-95.711,110274,KATY 64,KATY 64 2,Coast,69,1.02884,70.99,-24.35,7.6,1.88,,,,0,0,7,1
29.911,-95.6344,110275,CYPRESS 27,CYPRESS 27 1,Coast,69,1.02517,70.737,-25.4,9.3,2.49,,,,0,0,7,1
29.8573,-95.6904,110276,KATY 65,KATY 65 1,Coast,69,1.03363,71.32,-24.7,5.1,1.05,,,44.23,0,0,7,1
29.867,-95.6158,110277,KATY 66,KATY 66 1,Coast,69,1.02554,70.762,-25.42,10.59,1.5,,,,0,0,7,1
29.9203,-95.6475,110278,CYPRESS 28,CYPRESS 28 1,Coast,69,1.01953,70.347,-25.05,11.46,2.48,,,,0,0,7,1
29.907,-95.677,110279,KATY 67,KATY 67 1,Coast,69,1.0305,71.104,-24.36,1.06,0.08,,,,0,0,7,1
29.9015,-95.6086,110280,CYPRESS 29,CYPRESS 29 1,Coast,69,1.02373,70.637,-25.44,2.41,0.6,,,,0,0,7,1
29.8841,-95.5879,110281,CYPRESS 30,CYPRESS 30 1,Coast,69,1.02415,70.666,-25.29,1.65,0.15,,,,0,0,7,1
29.9038,-95.6889,110282,KATY 68,KATY 68 1,Coast,69,1.02924,71.017,-24.34,1.05,0.15,,,,0,0,7,1
29.854,-95.7085,110283,KATY 69,KATY 69 1,Coast,69,1.03037,71.095,-24.77,1.8,0.53,,,,0,0,7,1
29.892,-95.7185,110284,KATY 70,KATY 70 1,Coast,69,1.02788,70.924,-24.31,1.06,0.38,,,,0,0,7,1
29.9085,-95.7034,110285,KATY 71,KATY 71 1,Coast,69,1.0322,71.222,-24.48,0.75,0.22,,,,0,0,7,1
29.9065,-95.6214,110286,CYPRESS 31,CYPRESS 31 1,Coast,69,1.02551,70.76,-25.49,1.18,0.38,,,,0,0,7,1
29.8618,-95.7323,110287,KATY 72,KATY 72 1,Coast,69,1.02939,71.028,-24.54,0.9,0.3,,,,0,0,7,1
29.1349,-95.0878,110288,HITCHCOCK 1,HITCHCOCK 1 1,Coast,69,1.01844,70.273,-23.75,5.6,1.35,,,,0,0,7,1
29.1963,-94.9629,110289,HITCHCOCK 2,HITCHCOCK 2 1,Coast,138,1.0195,140.691,-24.62,,,,,,0,0,7,1
29.1963,-94.9629,110290,HITCHCOCK 2,HITCHCOCK 2 2,Coast,69,1.02347,70.62,-25.18,14,2.86,,,,0,0,7,1
29.1356,-95.0514,110291,HITCHCOCK 3,HITCHCOCK 3 1,Coast,138,1.01742,140.404,-24.2,,,,,,0,0,7,1
29.1356,-95.0514,110292,HITCHCOCK 3,HITCHCOCK 3 2,Coast,69,1.01817,70.253,-24.19,7.3,2.41,,,,0,0,7,1
30.1909,-95.2628,110293,NEW CANEY 1,NEW CANEY 1 1,Coast,138,1.011,139.518,-25.95,,,,,,0,0,7,1
30.1909,-95.2628,110294,NEW CANEY 1,NEW CANEY 1 2,Coast,69,1.0116,69.8,-26.39,12.6,0.9,,,,0,0,7,1
30.2259,-95.1541,110295,SPLENDORA 1,SPLENDORA 1 1,Coast,138,1.03618,142.993,-22.66,,,,,35.75,0,0,7,1
30.2259,-95.1541,110296,SPLENDORA 1,SPLENDORA 1 2,Coast,69,1.01443,69.996,-26.31,19.2,3.31,,,,0,0,7,1
30.2259,-95.1541,110297,SPLENDORA 1,SPLENDORA 1 3,Coast,13.8,1.02797,14.186,-24,,,,,,0,0,7,1
30.2259,-95.1541,110298,SPLENDORA 1,SPLENDORA 1 4,Coast,1,1.02797,1.028,-24,,,,,,0,0,7,1
30.2369,-95.2675,110299,SPLENDORA 2,SPLENDORA 2 1,Coast,69,1.01239,69.855,-25.95,8.8,1.73,,,,0,0,7,1
30.2082,-95.3093,110300,PORTER 1,PORTER 1 1,Coast,69,1.00788,69.544,-26.49,9,1.8,,,,0,0,7,1
30.1368,-95.2702,110301,PORTER 2,PORTER 2 1,Coast,69,1.02445,70.687,-27.32,9.8,0.83,,,,0,0,7,1
30.2891,-95.1777,110302,SPLENDORA 3,SPLENDORA 3 1,Coast,69,1.01864,70.286,-26.11,4.25,0.6,,,,0,0,7,1
30.2203,-95.1599,110303,SPLENDORA 4,SPLENDORA 4 1,Coast,69,1.01373,69.948,-26.34,5.7,1.2,,,,0,0,7,1
30.1804,-95.2042,110304,NEW CANEY 2,NEW CANEY 2 1,Coast,69,1.0119,69.821,-26.47,8.1,0.98,,,,0,0,7,1
30.1616,-95.1497,110305,NEW CANEY 3,NEW CANEY 3 1,Coast,69,1.0158,70.09,-27.17,12.3,1.5,,,,0,0,7,1
30.1099,-95.2828,110306,PORTER 3,PORTER 3 1,Coast,69,1.03975,71.743,-28.07,11.8,3.98,,,86.59,0,0,7,1
30.1407,-95.0934,110307,HUFFMAN 1,HUFFMAN 1 1,Coast,69,1.01828,70.261,-27.17,2.03,0.22,,,,0,0,7,1
30.3289,-95.1671,110308,SPLENDORA 5,SPLENDORA 5 1,Coast,69,1.02201,70.518,-25.31,5,0.45,,,,0,0,7,1
30.1386,-95.2213,110309,NEW CANEY 4,NEW CANEY 4 1,Coast,138,1.01159,139.599,-25.61,,,,,,0,0,7,1
30.1386,-95.2213,110310,NEW CANEY 4,NEW CANEY 4 2,Coast,69,1.01872,70.292,-26.84,23.8,5,,,,0,0,7,1
30.1137,-95.2381,110311,PORTER 4,PORTER 4 1,Coast,69,1.02457,70.696,-27.89,11.1,3.46,,,,0,0,7,1
30.174,-95.2764,110312,PORTER 5,PORTER 5 1,Coast,69,1.01274,69.879,-26.63,2.49,0.68,,,,0,0,7,1
29.7154,-95.414,110313,BELLAIRE 1,BELLAIRE 1 1,Coast,69,0.99476,68.638,-27.59,37.9,12.5,,,,0,0,7,1
29.6833,-95.4301,110314,BELLAIRE 2,BELLAIRE 2 1,Coast,69,0.99589,68.717,-26.54,28.1,9.2,,,,0,0,7,1
29.7408,-95.4139,110315,HOUSTON 4,HOUSTON 4 1,Coast,69,0.9915,68.414,-27.46,35,6.9,,,,0,0,7,1
29.6853,-95.4373,110316,BELLAIRE 3,BELLAIRE 3 1,Coast,69,0.99582,68.711,-26.48,16.2,2.79,,,,0,0,7,1
29.744,-95.4347,110317,BELLAIRE 4,BELLAIRE 4 1,Coast,138,0.98704,136.211,-24.18,,,,,,0,0,7,1
29.744,-95.4347,110318,BELLAIRE 4,BELLAIRE 4 2,Coast,69,0.99111,68.386,-26.68,43.7,4.5,,,,0,0,7,1
29.6835,-95.5023,110319,BELLAIRE 5,BELLAIRE 5 1,Coast,69,0.99337,68.542,-25.28,34.9,11.2,,,,0,0,7,1
29.7357,-95.5124,110320,BELLAIRE 6,BELLAIRE 6 1,Coast,69,1.00836,69.577,-25.87,37.3,12.6,,,,0,0,7,1
29.6924,-95.4736,110321,BELLAIRE 7,BELLAIRE 7 1,Coast,69,0.99264,68.492,-25.81,38.4,11.8,,,,0,0,7,1
29.7517,-95.4719,110322,BELLAIRE 8,BELLAIRE 8 1,Coast,69,0.99152,68.415,-26.49,37.9,11.2,,,,0,0,7,1
29.7244,-95.4588,110323,BELLAIRE 9,BELLAIRE 9 1,Coast,69,0.99265,68.493,-26.34,34.1,8.6,,,,0,0,7,1
29.7234,-95.5072,110324,BELLAIRE 10,BELLAIRE 10 1,Coast,69,1.00345,69.238,-25.81,19.4,5.6,,,,0,0,7,1
29.6986,-95.5149,110325,BELLAIRE 11,BELLAIRE 11 1,Coast,138,0.99168,136.852,-23.25,,,,,,0,0,7,1
29.6986,-95.5149,110326,BELLAIRE 11,BELLAIRE 11 2,Coast,69,0.99111,68.386,-25.02,48,13.6,,,,0,0,7,1
29.669,-95.4713,110327,BELLAIRE 12,BELLAIRE 12 1,Coast,69,0.99546,68.687,-25.4,34.9,12.3,,,,0,0,7,1
29.7135,-95.5271,110328,BELLAIRE 13,BELLAIRE 13 1,Coast,69,0.99098,68.378,-24.76,30.8,10.3,,,,0,0,7,1
29.7343,-95.4829,110329,BELLAIRE 14,BELLAIRE 14 1,Coast,138,1.01449,140,-22.89,,,,,,0,0,7,1
29.7343,-95.4829,110330,BELLAIRE 14,BELLAIRE 14 2,Coast,69,0.99811,68.87,-25.83,38.4,13.7,,,,0,0,7,1
29.7131,-95.4398,110331,BELLAIRE 15,BELLAIRE 15 1,Coast,138,1.01128,139.557,-24.17,,,,,,0,0,7,1
29.7131,-95.4398,110332,BELLAIRE 15,BELLAIRE 15 2,Coast,69,0.99949,68.965,-26.63,40.4,8.8,,,,0,0,7,1
29.7666,-95.4635,110333,BELLAIRE 16,BELLAIRE 16 1,Coast,69,0.99866,68.907,-26.38,1.28,0.15,,,,0,0,7,1
29.7147,-95.4105,110334,BELLAIRE 17,BELLAIRE 17 1,Coast,138,1.01371,139.892,-25.43,,,,,,0,0,7,1
29.7147,-95.4105,110335,BELLAIRE 17,BELLAIRE 17 2,Coast,69,0.99343,68.547,-27.63,57.9,19.4,,,,0,0,7,1
29.6856,-95.4011,110336,BELLAIRE 18,BELLAIRE 18 1,Coast,138,1.01587,140.19,-24.22,,,,,,0,0,7,1
29.6856,-95.4011,110337,BELLAIRE 18,BELLAIRE 18 2,Coast,69,1.00566,69.391,-26.62,66.5,12.33,,,,0,0,7,1
29.7068,-95.4854,110338,BELLAIRE 19,BELLAIRE 19 1,Coast,138,0.98743,136.265,-23.93,110.6,79.6,,,,0,0,7,1
29.7068,-95.4854,110339,BELLAIRE 19,BELLAIRE 19 2,Coast,69,0.99911,68.939,-25.54,46.4,6.1,,,,0,0,7,1
29.4152,-95.2575,110340,ALVIN 1,ALVIN 1 1,Coast,138,0.99653,137.521,-24.74,176.9,16.8,,,,0,0,7,1
29.4152,-95.2575,110341,ALVIN 1,ALVIN 1 2,Coast,69,0.99104,68.382,-27.2,48.1,16.9,,,,0,0,7,1
29.4152,-95.2575,110342,ALVIN 1,ALVIN 1 3,Coast,24,0.99422,23.861,-25.82,,,,,,0,0,7,1
29.4152,-95.2575,110343,ALVIN 1,ALVIN 1 4,Coast,1,0.99422,0.994,-25.82,,,,,,0,0,7,1
29.3875,-95.2158,110344,ALVIN 2,ALVIN 2 1,Coast,69,1.00793,69.547,-26.9,10.9,2.26,,,,0,0,7,1
29.458,-95.2976,110345,MANVEL 1,MANVEL 1 1,Coast,69,0.99364,68.561,-27.12,20.3,4.16,,,,0,0,7,1
29.4373,-95.3548,110346,MANVEL 2,MANVEL 2 1,Coast,69,0.99601,68.725,-24.35,5.7,1.88,,,,0,0,7,1
29.3693,-95.3351,110347,ALVIN 3,ALVIN 3 1,Coast,69,0.9999,68.993,-22.65,9.3,1.43,,,,0,0,7,1
29.3108,-95.2699,110348,LIVERPOOL 1,LIVERPOOL 1 1,Coast,69,1.01821,70.256,-25.95,8.2,1.28,,,,0,0,7,1
29.3783,-95.2631,110349,ALVIN 4,ALVIN 4 1,Coast,69,1.0028,69.193,-26.77,2.64,0.53,,,,0,0,7,1
29.4555,-95.2307,110350,FRIENDSWOOD 1,FRIENDSWOOD 1 1,Coast,69,1.02543,70.755,-28.94,18.3,3.54,,,33.12,0,0,7,1
29.2503,-95.2225,110351,LIVERPOOL 2,LIVERPOOL 2 1,Coast,69,1.03775,71.605,-24.53,3.24,1.05,,,56.32,0,0,7,1
29.3218,-95.3587,110352,LIVERPOOL 3,LIVERPOOL 3 1,Coast,69,1.0003,69.021,-21.8,3.16,0.68,,,,0,0,7,1
30.3207,-95.4001,110353,CONROE 1,CONROE 1 1,Coast,138,1.01302,139.796,-24.27,,,,,,0,0,7,1
30.3207,-95.4001,110354,CONROE 1,CONROE 1 2,Coast,69,1.00749,69.517,-25.93,34.9,8.9,,,,0,0,7,1
30.3495,-95.428,110355,CONROE 2,CONROE 2 1,Coast,69,1.02001,70.38,-26.23,34.3,8.59,,,,0,0,7,1
30.3176,-95.4891,110356,CONROE 3,CONROE 3 1,Coast,69,1.01924,70.328,-26.21,18.8,0.83,,,,0,0,7,1
30.3351,-95.2915,110357,CONROE 4,CONROE 4 1,Coast,138,1.03229,142.456,-22.26,,,,,,0,0,7,1
30.3351,-95.2915,110358,CONROE 4,CONROE 4 2,Coast,69,1.02415,70.666,-24.04,10.9,3.54,,,,0,0,7,1
30.2751,-95.4458,110359,CONROE 5,CONROE 5 1,Coast,69,1.02354,70.624,-26.11,12.9,3.61,,,,0,0,7,1
30.392,-95.3619,110360,CONROE 6,CONROE 6 1,Coast,69,1.01602,70.106,-22.77,8,1.5,,,,0,0,7,1
30.4008,-95.3009,110361,CONROE 7,CONROE 7 1,Coast,69,1.01949,70.345,-23.45,4.33,0.9,,,,0,0,7,1
30.2694,-95.3591,110362,CONROE 8,CONROE 8 1,Coast,69,1.00448,69.309,-26.38,11.5,3.89,,,,0,0,7,1
30.3066,-95.27,110363,SPLENDORA 6,SPLENDORA 6 1,Coast,69,1.01749,70.207,-25.03,4.8,1.58,,,,0,0,7,1
30.3178,-95.4587,110364,CONROE 9,CONROE 9 1,Coast,69,1.02525,70.742,-26.44,54.8,10.1,,,157.04,0,0,7,1
30.3177,-95.4587,110365,CONROE 10,CONROE 10 1,Coast,138,1.01338,139.846,-25.04,,,,,,0,0,7,1
30.3177,-95.4587,110366,CONROE 10,CONROE 10 2,Coast,69,1.02304,70.59,-26.29,42.8,8.8,,,,0,0,7,1
30.1305,-95.5286,110367,TOMBALL 1,TOMBALL 1 1,Coast,69,1.03714,71.563,-26.79,20.5,2.26,,,126.5,0,0,7,1
30.1459,-95.5465,110368,TOMBALL 2,TOMBALL 2 1,Coast,138,1.01524,140.103,-24.9,,,,,,0,0,7,1
30.1459,-95.5465,110369,TOMBALL 2,TOMBALL 2 2,Coast,69,1.02415,70.666,-26.21,21.7,7.8,,,,0,0,7,1
30.1916,-95.5825,110370,MAGNOLIA 1,MAGNOLIA 1 1,Coast,69,1.00363,69.251,-24.57,24.3,7.4,,,,0,0,7,1
30.1788,-95.6111,110371,MAGNOLIA 2,MAGNOLIA 2 1,Coast,69,1.00692,69.478,-23.65,12.9,0.83,,,,0,0,7,1
30.1198,-95.5735,110372,TOMBALL 3,TOMBALL 3 1,Coast,69,1.01592,70.098,-26.19,10.1,3.01,,,,0,0,7,1
30.2484,-95.5748,110373,MAGNOLIA 3,MAGNOLIA 3 1,Coast,69,1.00973,69.671,-21.86,9.7,0.38,,,,0,0,7,1
30.2254,-95.5293,110374,MAGNOLIA 4,MAGNOLIA 4 1,Coast,69,1.00855,69.59,-26.02,18.9,3.24,,,,0,0,7,1
30.222,-95.5877,110375,MAGNOLIA 5,MAGNOLIA 5 1,Coast,138,1.01195,139.649,-24.09,,,,,,0,0,7,1
30.222,-95.5877,110376,MAGNOLIA 5,MAGNOLIA 5 2,Coast,69,1.00543,69.374,-25.12,19.5,6,,,,0,0,7,1
30.2374,-95.4965,110377,CONROE 11,CONROE 11 1,Coast,69,1.01658,70.144,-26.36,11.9,3.8,,,,0,0,7,1
30.2042,-95.4868,110378,CONROE 12,CONROE 12 1,Coast,69,1.01473,70.016,-26.37,15.7,1.88,,,,0,0,7,1
30.183,-95.5433,110379,TOMBALL 4,TOMBALL 4 1,Coast,69,1.00517,69.357,-25.71,18.6,6.1,,,,0,0,7,1
30.1572,-95.5028,110380,TOMBALL 5,TOMBALL 5 1,Coast,69,1.01884,70.3,-26.41,13.8,4.8,,,,0,0,7,1
30.1751,-95.4954,110381,TOMBALL 6,TOMBALL 6 1,Coast,138,1.00708,138.977,-24.78,,,,,,0,0,7,1
30.1751,-95.4954,110382,TOMBALL 6,TOMBALL 6 2,Coast,69,1.01446,69.998,-26.09,35.2,6.6,,,,0,0,7,1
30.2056,-95.5375,110383,MAGNOLIA 6,MAGNOLIA 6 1,Coast,138,1.00908,139.254,-24.57,,,,,,0,0,7,1
30.2056,-95.5375,110384,MAGNOLIA 6,MAGNOLIA 6 2,Coast,69,1.00748,69.516,-25.87,30.5,10.7,,,,0,0,7,1
30.5615,-95.4099,110385,NEW WAVERLY 1,NEW WAVERLY 1 1,Coast,138,1.04013,143.537,-12.99,5.7,0.75,,,,0,0,7,1
30.5277,-95.5311,110386,WILLIS 1,WILLIS 1 1,Coast,138,1.02082,140.873,-20.27,4.07,0.38,,,,0,0,7,1
29.7942,-95.0333,110387,HIGHLANDS 1,HIGHLANDS 1 1,Coast,138,1.0191,140.635,-23.59,,,,,,0,0,7,1
29.7942,-95.0333,110388,HIGHLANDS 1,HIGHLANDS 1 2,Coast,69,1.02237,70.543,-26.93,31.8,8.8,,,,0,0,7,1
29.7737,-94.9777,110389,BAYTOWN 1,BAYTOWN 1 1,Coast,69,1.00201,69.139,-26.69,33.1,11.9,,,,0,0,7,1
29.7346,-95.0069,110390,BAYTOWN 2,BAYTOWN 2 1,Coast,69,1.00107,69.074,-25.76,51.5,21.1,,,,0,0,7,1
29.7517,-95.0003,110391,BAYTOWN 3,BAYTOWN 3 1,Coast,69,1.00432,69.298,-25.9,31.8,3.98,,,,0,0,7,1
29.7375,-94.9593,110392,BAYTOWN 4,BAYTOWN 4 1,Coast,138,1.01564,140.158,-22.18,,,,,,0,0,7,1
29.7375,-94.9593,110393,BAYTOWN 4,BAYTOWN 4 2,Coast,69,1.01025,69.707,-24.36,65.7,16.93,,,,0,0,7,1
